 6   1.0        0.0
    K1       0.0417807462    P1       0.0415525871   0.33093   -7.07
    S2       0.0833333333    K2       0.0835614924   0.27215   -22.40
 
      M10      M8
 
8 16060775  14090975
     6485  TUKTOYUKTUK NWT      MST 6927 3302
1  6485        6 775
2  6485        6 775             215 224 215 202 215 227 234 242 238
1  6485        7 775 229 218 206 200 193 187 179 176 183 199 215 231
2  6485        7 775 252 263 260 244 210 176 154 145 153 162 182 203
1  6485        8 775 221 232 230 195 153 119 105 115 132 159 192 218
2  6485        8 775 246 262 264 252 228 197 166 154 159 178 201 229
1  6485        9 775 251 267 291 257 225 204 183 176 188 183 204 232
2  6485        9 775 255 272 285 298 296 253 199 152 112 111 132 167
1  6485       10 775 201 221 227 223 201 166 131  99  70  82 121 161
2  6485       10 775 209 264 302 321 329 303 254 205 168 148 163 180
1  6485       11 775 212 244 271 282 278 258 221 169 135 126 134 156
2  6485       11 775 182 219 249 257 262 243 205 168 135 110 105 118
1  6485       12 775 142 178 213 242 247 233 203 159 119  85  72  89
2  6485       12 775 116 148 180 205 223 222 186 147 105  66  43  55
1  6485       13 775  78 104 136 167 194 199 182 148 107  72  54  61
2  6485       13 775  87 108 139 165 182 190 185 158 125  89  59  49
1  6485       14 775  55  84 113 138 164 182 194 184 154 118  83  66
2  6485       14 775  66  87 117 146 165 180 181 164 134 100  62  40
1  6485       15 775  36  48  72 103 129 157 167 167 156 131 105  87
2  6485       15 775  71  72  80  95 114 128 137 144 132 110  83  63
1  6485       16 775  42  24  29  57  94 125 147 156 155 134 105  82
2  6485       16 775  70  64  63  74  95 116 131 135 130 115  93  75
1  6485       17 775  60  50  50  61  84 111 135 149 154 154 143 122
2  6485       17 775  99  81  72  73  85  99 115 127 127 115 108  94
1  6485       18 775  78  59  50  50  64  81 100 132 164 184 188 179
2  6485       18 775 159 137 133 135 137 143 147 148 153 161 170 161
1  6485       19 775 147 141 142 128 130 143 160 177 193 211 230 236
2  6485       19 775 226 204 181 165 157 161 178 178 178 186 196 198
1  6485       20 775 201 190 172 155 138 130 136 156 174 199 227 245
2  6485       20 775 254 256 245 199 162 141 129 134 157 183 206 220
1  6485       21 775 219 222 210 194 182 169 171 183 206 240 255 265
2  6485       21 775 288 296 292 282 262 238 212 190 186 198 220 240
1  6485       22 775 259 268 271 264 249 228 203 184 187 206 230 257
2  6485       22 775 283 293 295 282 261 232 204 182 165 171 192 218
1  6485       23 775 232 247 255 249 230 205 181 158 148 152 180 209
2  6485       23 775 234 260 272 261 231 196 160 130 111 109 125 157
1  6485       24 775 187 209 224 231 209 181 155 125 110 111 130 159
2  6485       24 775 195 227 249 250 233 200 161 123  94  87  97 123
1  6485       25 775 153 183 196 202 195 174 138 101  71  58  60  87
2  6485       25 775 122 159 185 202 199 179 144 103  66  40  35  48
1  6485       26 775  75 104 132 151 160 155 129  98  66  39  34  47
2  6485       26 775  79 113 144 163 172 167 151 117  85  50  20  19
1  6485       27 775  39  74 107 136 148 158 141 118  89  54  29  16
2  6485       27 775  41  76 105 143 189 202 196 185 185 162 160 163
1  6485       28 775 168 187 222 254 260 275 281 268 256 241 221 198
2  6485       28 775 208 230 258 264 285 301 291 270 247 212 188 176
1  6485       29 775 183 200 224 245 256 269 280 270 243 216 194 164
2  6485       29 775 163 177 201 232 263 282 281 290 259 238 202 179
1  6485       30 775 179 184 205 226 242 272 281 279 263 233 205 279
2  6485       30 775 168 184 210 235 247 253 263 259 244 221 193 183
1  6485       31 775 180 176 194 208 215 224 235 243 241 225 207 188
2  6485       31 775 176
1  6485        1 875
2  6485        1 875
1  6485        2 875
2  6485        2 875         104  95  93  95 103 112 118 118 116 108
1  6485        3 875  97  83  68  56  51  54  75  95 117 130 138 139
2  6485        3 875 133 120 103  87  71  56  52  66  81  98 109 107
1  6485        4 875  98  77  49  28  14   4   7  17  44  70  94 110
2  6485        4 875 117 116 107  88  71  55  46  44  60  84 108 125
1  6485        5 875 133 136 114  86  70  62  62  79 113 143 175 208
2  6485        5 875 238 256 266 240 203 179 143 117 118 146 167 186
1  6485        6 875 224 243 227 204 180 158 154 170 201 222 234 243
2  6485        6 875 254 260 247 231 211 188 160 143 137 145 167 195
1  6485        7 875 221 239 249 249 227 184 144 111 102 129 170 201
2  6485        7 875 233 255 260 252 227 195 156 123 107 118 149 180
1  6485        8 875 211 232 245 257 229 200 171 138 102  95 122 163
2  6485        8 875 207 253 295 338 369 353 318 285 221 184 165 175
1  6485        9 875 212 240 260 283 282 259 229 196 174 176 187 204
2  6485        9 875 244 288 329 356 369 370 324 281 289 294 293 287
1  6485       10 875 329 380 426 441 447 453 418 387 353 337 322 314
2  6485       10 875 342 365 404 438 470 482 487 456 441 423 438 448
1  6485       11 875 464 478 491 505 538 528 493 488 472 425 398 390
2  6485       11 875 393 408 421 438 444 433 412 379 337 300 262 247
1  6485       12 875 245 252 277 304 327 339 339 308 257 208 182 182
2  6485       12 875 203 235 260 281 319 315 297 273 237 198 168 158
1  6485       13 875 157 171 195 217 239 252 258 253 242 225 202 179
2  6485       13 875 167 172 190 217 242 257 266 263 244 217 187 155
1  6485       14 875 132 134 163 195 228 246 259 256 236 209 180 150
2  6485       14 875 129 122 136 161 184 200 207 205 195 177 158 136
1  6485       15 875 116 105 104 115 140 164 193 203 216 208 196 187
2  6485       15 875 159 142 147 164 175 183 197 202 202 202 192 176
1  6485       16 875 160 147 137 136 152 172 195 211 224 228 222 210
2  6485       16 875 199 186 171 165 163 169 180 190 201 203 200 193
1  6485       17 875 185 175 162 152 156 169 201 227 249 272 284 285
2  6485       17 875 295 280 259 241 225 211 211 226 247 268 286 297
1  6485       18 875 296 272 245 214 196 194 209 226 239 244 245 248
2  6485       18 875 246 239 229 218 201 183 165 158 160 183 207 221
1  6485       19 875 227 224 209 187 159 138 131 139 162 185 209 228
2  6485       19 875 239 242 233 212 183 152 129 119 132 167 193 218
1  6485       20 875 237 241 230 205 178 151 130 114 122 145 172 203
2  6485       20 875 226 237 237 223 197 165 131 108 103 118 144 173
1  6485       21 875 203 225 229 223 200 175 150 129 131 146 173 202
